faultNumber,simulationRun,sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11,detector,faults_pred,delta
14,1,437,0.2532,3717.9,4523.5,9.4304,26.781,42.497,2691.2,74.387,120.11,0.33114,79.985,50.364,2618.7,24.004,50.991,3090.5,23.754,65.65,225.58,339.85,95.959,76.98,32.509,8.9335,26.245,6.9053,18.492,1.6743,33.391,13.881,23.799,1.2852,18.69,2.2682,4.8985,2.3487,0.014227,0.8441,0.10008,53.648,44.14,63.889,53.797,25.093,61.682,21.422,39.501,39.17,48.827,46.486,33.242,16.211,1,14,1
14,1,438,0.21225,3677.0,4581.5,9.3434,26.674,42.386,2691.1,75.262,120.74,0.34249,80.276,50.328,2620.2,24.318,49.563,3090.9,22.164,65.651,227.84,339.75,93.614,77.353,32.164,9.0797,26.208,6.8618,19.322,1.6209,32.969,14.097,23.598,1.3444,18.591,2.3038,4.8178,2.2376,0.014227,0.8441,0.10008,53.648,44.14,62.848,53.96,20.899,61.003,21.49,40.915,39.065,45.522,46.436,50.633,19.961,1,14,1
14,1,439,0.21397,3645.3,4532.8,9.3225,26.854,42.472,2691.8,74.587,120.03,0.34213,80.446,51.893,2620.7,26.329,49.523,3091.0,23.225,65.683,228.27,339.47,94.928,77.559,32.164,9.0797,26.208,6.8618,19.322,1.6209,32.969,14.097,23.598,1.3444,18.591,2.3038,4.8178,2.2376,0.014227,0.8441,0.10008,53.648,44.14,63.394,54.543,20.729,59.13,21.593,40.96,43.67,45.429,46.544,31.084,17.416,1,14,1
14,1,440,0.24448,3688.6,4407.6,9.2808,26.633,42.097,2694.6,73.953,120.74,0.36572,80.654,50.214,2623.8,26.409,50.913,3093.0,23.217,65.771,226.7,339.21,94.774,77.777,32.207,8.7974,26.299,7.0531,18.786,1.655,32.554,13.802,23.079,1.3066,18.84,2.2594,4.9054,2.2542,0.014227,0.8441,0.10008,53.648,44.14,63.03,53.984,24.0,61.541,21.693,44.109,38.729,48.647,46.822,51.915,17.399,1,14,1
14,1,441,0.24425,3671.1,4477.0,9.3314,26.87,42.621,2691.6,75.946,120.05,0.36587,80.694,47.377,2619.7,24.514,50.434,3091.5,23.022,65.864,226.83,338.4,93.937,77.606,32.207,8.7974,26.299,7.0531,18.786,1.655,32.554,13.802,23.079,1.3066,18.84,2.2594,4.9054,2.2542,0.014227,0.8441,0.10008,53.648,44.14,63.33,53.153,24.022,61.356,21.365,44.091,30.381,47.537,46.948,31.744,17.854,1,14,1
14,1,442,0.23958,3618.0,4480.7,9.348,26.746,42.05,2692.8,74.772,120.65,0.33461,80.528,49.495,2621.1,25.058,50.936,3092.6,22.889,65.91,226.07,338.81,95.945,77.383,31.764,8.9601,25.797,6.9096,19.173,1.6226,32.574,13.966,23.492,1.4681,18.735,2.2523,4.9266,2.3447,0.016494,0.84376,0.11145,53.996,43.083,62.495,54.377,23.658,60.047,21.566,40.192,36.614,48.701,46.988,49.164,18.181,1,14,1
14,1,443,0.24012,3630.0,4489.0,9.2768,26.867,42.179,2689.2,75.55,120.17,0.33495,80.461,49.444,2617.4,24.537,49.404,3090.6,23.834,65.895,225.82,338.8,93.155,77.023,31.764,8.9601,25.797,6.9096,19.173,1.6226,32.574,13.966,23.492,1.4681,18.735,2.2523,4.9266,2.3447,0.016494,0.84376,0.11145,53.996,43.083,62.289,54.278,23.605,60.506,21.267,40.151,36.464,45.156,47.077,34.465,15.973,1,14,1
14,1,444,0.2888,3682.2,4470.4,9.2493,26.678,42.246,2693.3,74.886,120.51,0.35482,80.231,49.837,2619.5,26.868,49.763,3090.8,21.997,65.841,229.42,339.15,96.724,77.357,32.2,8.7913,25.923,7.0572,18.787,1.69,32.37,13.788,23.539,1.3293,18.784,2.2989,4.9562,2.407,0.016494,0.84376,0.11145,53.996,43.083,62.556,53.516,27.664,61.408,21.492,42.222,37.619,45.984,46.827,43.631,20.329,1,14,1
14,1,445,0.28385,3682.5,4516.6,9.2654,27.018,42.372,2691.7,75.492,120.38,0.35342,80.421,52.049,2621.1,27.017,48.906,3091.6,22.194,65.805,228.86,339.14,92.739,77.508,32.2,8.7913,25.923,7.0572,18.787,1.69,32.37,13.788,23.539,1.3293,18.784,2.2989,4.9562,2.407,0.016494,0.84376,0.11145,53.996,43.083,62.55,52.963,28.151,61.285,21.424,42.393,44.13,44.003,46.949,39.982,19.853,1,14,1
14,1,446,0.2457,3611.9,4490.2,9.3553,26.864,41.865,2695.2,75.072,120.27,0.33347,80.41,49.814,2622.5,23.221,50.355,3093.5,22.897,65.816,228.21,339.76,96.763,77.247,32.271,8.9688,25.917,6.9694,18.716,1.7142,32.659,13.853,23.497,1.099,19.299,2.2692,4.9847,2.3719,0.016494,0.84376,0.11145,53.996,43.083,62.374,54.193,24.031,61.482,21.489,40.125,37.553,47.356,47.077,37.512,18.196,1,14,1
14,1,447,0.24449,3602.8,4545.7,9.4573,27.068,42.283,2693.9,74.152,120.59,0.33466,80.35,50.031,2621.7,24.314,50.882,3094.3,23.628,65.822,229.1,338.98,93.092,77.347,32.271,8.9688,25.917,6.9694,18.716,1.7142,32.659,13.853,23.497,1.099,19.299,2.2692,4.9847,2.3719,0.028308,0.83547,0.082804,53.812,42.733,62.531,53.529,24.15,60.97,21.458,39.978,38.191,48.576,47.073,45.888,16.467,1,14,1
14,1,448,0.23549,3640.2,4530.6,9.4556,26.991,41.882,2696.0,74.014,120.11,0.34289,80.342,49.366,2623.5,24.136,51.11,3094.8,23.633,65.775,228.29,339.77,95.905,77.423,32.051,8.9078,26.067,6.9332,19.099,1.7219,32.727,13.684,23.774,1.1978,18.381,2.2803,4.9444,2.3866,0.028308,0.83547,0.082804,53.812,42.733,62.535,53.887,23.586,60.704,21.494,40.71,36.234,49.103,47.22,32.763,16.448,1,14,1
14,1,449,0.23859,3639.6,4532.3,9.3251,27.208,42.491,2698.6,76.378,120.72,0.34313,80.555,51.568,2628.3,23.694,49.373,3097.4,23.165,65.827,228.77,340.06,94.178,77.537,32.051,8.9078,26.067,6.9332,19.099,1.7219,32.727,13.684,23.774,1.1978,18.381,2.2803,4.9444,2.3866,0.028308,0.83547,0.082804,53.812,42.733,62.544,53.866,23.281,60.668,22.121,40.682,42.714,45.082,47.251,50.394,17.537,1,14,1
14,1,450,0.25825,3661.1,4498.7,9.4493,26.517,42.379,2696.1,74.507,120.08,0.32072,80.269,49.726,2624.5,25.793,49.408,3095.8,22.655,65.809,230.26,340.02,94.451,76.921,31.988,9.0381,26.51,6.6817,18.947,1.6689,32.769,13.914,23.589,1.2893,18.695,2.3386,4.8485,2.2979,0.028308,0.83547,0.082804,53.812,42.733,62.428,53.309,25.587,61.351,21.29,38.809,37.295,45.164,47.19,31.23,18.808,1,14,1
14,1,451,0.25832,3655.2,4452.1,9.2907,27.076,42.039,2697.6,73.839,120.68,0.32695,80.025,51.104,2624.9,24.835,51.44,3096.0,22.854,65.768,230.18,340.07,95.632,77.105,31.988,9.0381,26.51,6.6817,18.947,1.6689,32.769,13.914,23.589,1.2893,18.695,2.3386,4.8485,2.2979,0.028308,0.83547,0.082804,53.812,42.733,62.529,53.866,25.581,61.41,21.414,38.048,41.349,49.866,47.274,48.386,18.345,1,14,1
14,1,452,0.26641,3692.8,4500.5,9.354,26.983,41.897,2699.3,74.114,120.26,0.34691,80.457,49.69,2629.2,25.833,49.864,3098.6,22.761,65.736,230.95,340.29,93.164,78.11,32.045,8.9606,26.385,6.9166,18.962,1.6631,32.745,13.909,24.045,1.2455,18.505,2.2483,4.9377,2.3692,0.023978,0.83451,0.11349,53.941,43.011,64.157,53.618,26.331,63.465,21.839,41.738,37.189,46.219,47.078,36.478,18.484,1,14,1
14,1,453,0.26684,3711.6,4500.5,9.3194,26.666,42.279,2705.0,75.391,120.52,0.34806,80.732,49.968,2633.2,24.573,49.847,3103.4,22.296,65.85,228.55,340.29,96.032,77.863,32.045,8.9606,26.385,6.9166,18.962,1.6631,32.745,13.909,24.045,1.2455,18.505,2.2483,4.9377,2.3692,0.023978,0.83451,0.11349,53.941,43.011,63.835,53.617,26.288,64.304,21.999,41.599,38.006,46.18,47.272,43.849,19.565,1,14,1
14,1,454,0.26404,3652.7,4466.0,9.3006,27.039,42.381,2699.2,74.664,120.44,0.3475,80.659,49.846,2628.7,24.605,50.903,3100.5,22.014,65.923,227.31,339.42,92.647,77.485,32.17,8.8388,26.211,6.9234,18.929,1.6918,32.429,13.872,23.917,1.1321,18.844,2.2025,4.7936,2.3549,0.023978,0.83451,0.11349,53.941,43.011,62.865,53.964,25.827,62.047,21.572,41.678,37.646,48.624,47.359,42.223,20.245,1,17,1
14,1,455,0.26519,3636.5,4517.5,9.3599,26.556,42.453,2699.6,76.203,120.26,0.3477,80.29,49.488,2627.6,25.367,50.156,3097.5,23.234,65.927,228.37,340.28,96.405,76.801,32.17,8.8388,26.211,6.9234,18.929,1.6918,32.429,13.872,23.917,1.1321,18.844,2.2025,4.7936,2.3549,0.023978,0.83451,0.11349,53.941,43.011,63.145,53.348,25.715,62.57,21.651,41.653,36.592,46.895,47.244,37.229,17.402,1,14,1
14,1,456,0.25127,3648.3,4481.2,9.2752,26.789,42.304,2698.0,73.951,120.6,0.34129,80.279,48.701,2627.6,25.665,52.166,3094.8,23.042,65.839,228.62,340.72,92.942,77.352,32.419,8.9258,25.847,6.8129,19.339,1.6459,32.818,13.667,23.293,1.305,18.787,2.294,4.9709,2.3916,0.023978,0.83451,0.11349,53.941,43.011,62.845,53.832,24.866,61.134,22.075,41.529,34.277,51.548,47.207,46.376,17.833,1,14,1
14,1,457,0.25191,3647.8,4505.1,9.3354,26.32,42.423,2699.0,74.491,120.08,0.34259,80.3,49.537,2627.6,24.611,51.357,3096.5,22.465,65.829,229.25,340.46,95.899,77.425,32.419,8.9258,25.847,6.8129,19.339,1.6459,32.818,13.667,23.293,1.305,18.787,2.294,4.9709,2.3916,0.024115,0.83502,0.10872,53.644,43.561,62.854,53.547,24.803,62.857,21.642,41.371,36.737,49.673,47.108,31.996,19.191,1,14,1
14,1,458,0.22951,3722.1,4461.6,9.3975,27.007,42.13,2699.7,74.17,120.77,0.32133,80.337,49.438,2628.9,24.321,51.395,3096.5,22.184,65.795,229.42,341.21,93.794,77.321,31.931,9.0338,26.049,6.9284,18.734,1.6465,32.931,13.829,23.833,1.475,19.19,2.2988,4.9225,2.273,0.024115,0.83502,0.10872,53.644,43.561,62.559,53.002,22.06,62.786,22.228,38.404,36.445,49.762,47.068,51.272,19.869,1,14,1
14,1,459,0.22532,3677.7,4444.9,9.3361,27.046,42.794,2696.4,75.326,120.03,0.31999,80.207,49.651,2625.2,26.29,50.11,3095.0,23.065,65.791,229.22,340.82,94.697,77.135,31.931,9.0338,26.049,6.9284,18.734,1.6465,32.931,13.829,23.833,1.475,19.19,2.2988,4.9225,2.273,0.024115,0.83502,0.10872,53.644,43.561,63.321,53.202,22.472,61.964,21.836,38.568,37.074,46.788,47.06,30.788,17.797,1,14,1
14,1,460,0.27395,3641.3,4508.4,9.3715,26.577,42.066,2700.2,75.297,120.77,0.33969,80.3,49.176,2628.9,25.148,48.579,3097.3,22.143,65.769,227.68,341.07,95.066,77.336,31.942,8.8247,26.228,6.9419,18.486,1.6619,33.305,13.827,23.456,1.3364,18.395,2.3272,4.8676,2.2613,0.024115,0.83502,0.10872,53.644,43.561,62.947,53.882,26.999,62.016,22.006,40.392,35.677,43.245,47.172,51.391,19.977,1,14,1
14,1,461,0.27537,3641.2,4490.4,9.2137,27.314,42.438,2697.7,75.405,120.11,0.33784,80.157,49.718,2625.9,24.613,48.568,3095.9,22.48,65.725,229.05,340.56,93.631,77.089,31.942,8.8247,26.228,6.9419,18.486,1.6619,33.305,13.827,23.456,1.3364,18.395,2.3272,4.8676,2.2613,0.024115,0.83502,0.10872,53.644,43.561,62.947,54.097,26.86,63.604,21.976,40.618,37.271,43.219,47.027,32.69,19.198,1,14,1
14,1,462,0.27742,3684.9,4494.6,9.3735,26.887,42.645,2701.1,74.911,120.64,0.33948,79.948,49.391,2628.4,26.513,51.509,3097.9,23.679,65.676,228.85,341.38,96.011,77.184,32.16,8.7596,26.28,7.0746,18.731,1.6598,33.156,13.976,23.558,1.3929,18.643,2.2557,4.9404,2.4114,0.038525,0.84592,0.10315,54.586,43.569,62.026,54.685,26.951,61.657,21.987,40.376,36.307,50.026,47.033,48.594,16.37,1,14,1
14,1,463,0.27785,3653.5,4541.3,9.458,26.993,42.516,2703.0,74.036,120.2,0.34135,80.369,49.366,2632.5,24.672,50.873,3100.6,23.599,65.665,229.52,341.56,92.873,77.532,32.16,8.7596,26.28,7.0746,18.731,1.6598,33.156,13.976,23.558,1.3929,18.643,2.2557,4.9404,2.4114,0.038525,0.84592,0.10315,54.586,43.569,62.566,54.125,26.909,62.189,22.288,40.147,36.234,48.555,46.959,35.013,16.521,1,14,1
14,1,464,0.25534,3605.4,4495.8,9.4935,26.483,42.323,2706.0,73.847,120.58,0.35417,80.136,50.514,2633.8,25.365,49.419,3102.6,23.899,65.685,227.69,341.54,96.714,77.139,32.574,8.9817,26.194,6.8069,18.918,1.6278,32.954,13.824,23.802,1.338,18.78,2.2654,4.932,2.2954,0.038525,0.84592,0.10315,54.586,43.569,62.111,54.095,25.265,62.277,22.096,42.68,39.611,45.188,47.105,46.727,15.832,1,14,1
14,1,465,0.25644,3612.6,4521.7,9.4046,26.592,42.556,2702.1,73.751,120.31,0.35655,79.934,48.846,2631.5,25.083,50.431,3100.2,23.248,65.604,229.6,342.0,92.581,76.964,32.574,8.9817,26.194,6.8069,18.918,1.6278,32.954,13.824,23.802,1.338,18.78,2.2654,4.932,2.2954,0.038525,0.84592,0.10315,54.586,43.569,61.989,53.785,25.156,60.763,22.162,42.389,34.703,47.532,46.921,38.858,17.418,1,14,1
14,1,466,0.21286,3679.4,4509.2,9.4719,26.847,42.353,2708.3,75.127,120.38,0.34162,79.929,49.104,2636.1,27.823,49.305,3102.6,22.441,65.559,230.99,342.73,96.919,77.539,31.711,8.886,26.274,6.9877,18.7,1.6681,32.849,13.796,23.407,1.2903,18.856,2.2873,4.8343,2.3244,0.038525,0.84592,0.10315,54.586,43.569,63.131,53.47,21.201,62.696,22.566,40.267,35.464,44.925,46.787,40.832,19.302,0,0,1
14,1,467,0.21343,3685.2,4452.5,9.4995,26.778,42.47,2708.3,74.628,120.51,0.34207,80.311,50.846,2638.7,24.804,50.825,3104.9,23.35,65.589,229.55,342.54,92.187,77.978,31.711,8.886,26.274,6.9877,18.7,1.6681,32.849,13.796,23.407,1.2903,18.856,2.2873,4.8343,2.3244,0.020432,0.82224,0.095641,53.702,43.749,63.031,54.148,21.145,61.994,22.615,40.211,40.59,48.444,47.189,44.154,17.091,1,17,1
14,1,468,0.29704,3622.7,4500.6,9.5683,27.125,42.096,2713.4,74.945,120.23,0.33623,80.426,49.167,2641.3,23.663,50.926,3108.9,22.39,65.696,229.5,342.38,96.603,77.524,32.284,8.7195,26.825,6.9102,18.363,1.6292,33.077,13.743,24.21,1.1938,18.599,2.2506,4.9006,2.3312,0.020432,0.82224,0.095641,53.702,43.749,62.507,54.102,29.428,59.704,22.606,40.146,35.649,48.677,47.297,35.856,19.369,1,14,1
14,1,469,0.29878,3632.1,4517.7,9.3424,27.036,42.52,2710.9,74.601,120.67,0.34134,80.206,50.479,2640.2,25.85,50.57,3109.4,23.412,65.724,228.45,342.99,92.763,77.67,32.284,8.7195,26.825,6.9102,18.363,1.6292,33.077,13.743,24.21,1.1938,18.599,2.2506,4.9006,2.3312,0.020432,0.82224,0.095641,53.702,43.749,62.346,53.897,29.256,60.944,22.389,39.523,39.511,47.853,47.497,48.663,16.933,1,14,1
14,1,470,0.2463,3669.9,4582.8,9.4285,27.21,42.281,2711.0,74.797,120.08,0.33475,79.975,50.924,2639.7,24.447,49.777,3107.5,23.735,65.702,230.46,342.99,95.841,77.226,32.269,8.8539,26.707,6.6639,18.695,1.6576,32.634,13.761,24.192,1.2269,18.645,2.2369,4.9095,2.3177,0.020432,0.82224,0.095641,53.702,43.749,62.31,53.985,23.916,62.271,22.669,38.82,40.821,46.019,47.424,31.952,16.201,1,14,1
14,1,471,0.24517,3664.3,4536.1,9.4682,26.883,42.39,2715.3,74.726,120.78,0.3312,80.203,49.241,2644.2,25.152,50.195,3111.1,23.171,65.702,231.5,343.6,93.868,77.878,32.269,8.8539,26.707,6.6639,18.695,1.6576,32.634,13.761,24.192,1.2269,18.645,2.2369,4.9095,2.3177,0.020432,0.82224,0.095641,53.702,43.749,62.407,54.544,24.027,61.576,22.796,39.253,35.867,46.985,47.439,51.941,17.486,1,14,1
14,1,472,0.24344,3715.9,4472.1,9.3498,26.867,42.293,2713.2,74.834,120.07,0.33133,80.12,50.287,2642.7,24.474,50.164,3111.1,22.575,65.72,229.66,343.13,94.525,76.978,32.625,8.6758,26.44,6.9636,18.468,1.6458,33.238,13.711,24.168,1.3218,18.931,2.2651,4.9117,2.2496,0.011548,0.8431,0.095014,54.055,44.575,63.769,54.537,24.291,61.16,22.533,39.615,38.946,46.914,47.099,31.005,18.951,1,14,1
14,1,473,0.24538,3696.3,4521.1,9.2393,27.003,42.489,2712.9,73.966,120.75,0.33119,79.904,50.078,2642.4,24.757,49.407,3108.8,23.7,65.675,231.2,343.28,94.75,77.235,32.625,8.6758,26.44,6.9636,18.468,1.6458,33.238,13.711,24.168,1.3218,18.931,2.2651,4.9117,2.2496,0.011548,0.8431,0.095014,54.055,44.575,64.107,53.95,24.1,61.368,22.68,39.632,38.33,45.161,46.806,51.884,16.276,1,14,1
14,1,474,0.20894,3618.5,4568.3,9.3921,26.707,42.283,2710.1,74.78,120.09,0.32819,80.014,50.866,2639.7,25.526,48.393,3106.3,22.718,65.615,229.06,343.36,93.569,77.374,32.288,8.7497,26.672,6.6411,19.016,1.6136,33.024,13.785,24.02,1.0882,18.32,2.2276,4.8035,2.2762,0.011548,0.8431,0.095014,54.055,44.575,62.882,53.976,20.389,63.449,22.61,38.538,40.65,42.816,46.844,32.029,18.59,1,14,1
14,1,475,0.20757,3668.7,4533.2,9.35,26.628,42.235,2712.1,74.564,120.59,0.32796,79.771,48.37,2640.3,26.174,49.721,3105.9,22.896,65.589,227.02,343.92,96.203,77.175,32.288,8.7497,26.672,6.6411,19.016,1.6136,33.024,13.785,24.02,1.0882,18.32,2.2276,4.8035,2.2762,0.011548,0.8431,0.095014,54.055,44.575,62.018,54.396,20.523,62.81,22.902,38.566,33.303,45.888,46.874,47.184,18.203,1,14,1
14,1,476,0.23645,3717.7,4499.3,9.4208,27.249,42.725,2709.4,74.461,120.27,0.33527,79.895,50.967,2639.3,24.674,50.393,3105.5,23.26,65.529,228.36,343.48,92.595,77.338,32.306,8.9897,26.337,7.0075,18.883,1.6601,33.165,13.765,24.174,1.2292,18.654,2.2916,4.8043,2.2203,0.011548,0.8431,0.095014,54.055,44.575,64.078,53.464,23.543,61.706,22.947,39.545,40.947,47.444,46.606,37.776,17.33,1,14,1
14,1,477,0.23716,3707.1,4451.6,9.3481,26.948,42.391,2712.8,74.621,120.45,0.33294,79.897,49.615,2641.0,26.486,49.85,3106.0,23.019,65.539,225.04,343.43,96.492,77.534,32.306,8.9897,26.337,7.0075,18.883,1.6601,33.165,13.765,24.174,1.2292,18.654,2.2916,4.8043,2.2203,0.0068114,0.83112,0.11266,53.811,43.658,64.261,54.035,23.473,61.512,23.025,39.829,36.967,46.186,47.279,43.493,17.883,1,14,1
14,1,478,0.23376,3630.6,4471.3,9.5467,26.929,42.245,2708.7,74.516,120.47,0.33146,80.016,49.647,2638.0,26.136,48.074,3104.8,22.202,65.548,228.12,342.65,92.492,77.524,32.327,8.8738,26.444,6.806,18.597,1.6619,33.406,13.714,24.257,1.0576,18.272,2.2466,4.7748,2.3017,0.0068114,0.83112,0.11266,53.811,43.658,62.417,54.095,23.241,60.353,22.391,39.392,37.062,42.076,47.08,43.703,19.829,1,17,1
14,1,479,0.23555,3606.8,4512.0,9.2615,27.296,42.517,2711.4,75.114,120.22,0.33377,79.978,51.231,2640.0,24.431,49.077,3104.2,22.103,65.575,229.93,343.86,96.598,77.441,32.327,8.8738,26.444,6.806,18.597,1.6619,33.406,13.714,24.257,1.0576,18.272,2.2466,4.7748,2.3017,0.0068114,0.83112,0.11266,53.811,43.658,62.826,53.607,23.065,63.664,23.161,39.11,41.724,44.399,46.997,36.142,20.07,1,14,1
14,1,480,0.23219,3683.9,4521.0,9.389,26.809,42.14,2710.1,75.453,120.63,0.32685,79.961,49.545,2639.8,24.193,49.947,3105.8,23.754,65.602,230.4,343.16,92.82,77.184,32.086,8.9222,26.959,6.7263,18.461,1.6451,33.204,13.688,24.626,1.5137,18.567,2.2537,4.8658,2.355,0.0068114,0.83112,0.11266,53.811,43.658,63.244,54.208,22.741,61.041,22.751,38.468,36.761,46.411,47.03,47.704,16.171,1,14,1
14,1,481,0.23011,3681.5,4499.6,9.4061,26.901,42.19,2710.3,75.131,120.08,0.32979,79.875,50.334,2638.7,22.914,50.186,3105.7,24.171,65.585,227.9,342.85,95.962,77.132,32.086,8.9222,26.959,6.7263,18.461,1.6451,33.204,13.688,24.626,1.5137,18.567,2.2537,4.8658,2.355,0.0068114,0.83112,0.11266,53.811,43.658,63.285,54.464,22.945,61.38,22.59,38.109,39.082,46.965,47.331,31.634,15.187,1,14,1
14,1,482,0.2564,3689.0,4539.9,9.4883,26.986,42.752,2711.7,74.24,120.8,0.31993,79.875,50.044,2640.5,26.353,49.14,3106.7,22.061,65.562,229.67,343.23,93.485,77.15,32.249,8.9554,26.753,6.835,18.483,1.6236,33.52,13.766,24.126,1.4109,18.158,2.2467,4.8211,2.2976,0.012238,0.82156,0.10706,52.586,43.583,63.964,54.357,24.904,59.642,22.838,38.435,38.23,44.544,46.946,52.917,20.209,1,14,1
14,1,483,0.25588,3707.5,4518.8,9.3392,26.778,42.218,2711.4,75.188,120.03,0.32422,79.923,51.715,2640.7,23.889,49.601,3106.9,22.57,65.561,230.47,343.53,94.526,77.211,32.249,8.9554,26.753,6.835,18.483,1.6236,33.52,13.766,24.126,1.4109,18.158,2.2467,4.8211,2.2976,0.012238,0.82156,0.10706,52.586,43.583,63.647,54.61,24.954,62.635,23.07,37.911,43.147,45.611,46.82,30.894,18.996,1,14,1
14,1,484,0.23906,3691.6,4532.8,9.3662,27.135,42.712,2713.2,75.449,120.75,0.32985,80.012,50.494,2641.8,25.429,49.296,3107.9,22.531,65.571,227.77,342.91,94.897,77.838,32.507,8.8451,26.615,6.9027,18.498,1.6377,33.415,13.749,24.099,1.2385,18.201,2.2521,4.8073,2.2684,0.012238,0.82156,0.10706,52.586,43.583,63.063,54.439,23.544,61.812,22.827,39.193,39.553,44.906,47.006,50.986,19.036,1,14,1
14,1,485,0.23842,3671.4,4573.5,9.3599,26.774,42.408,2711.7,75.114,120.13,0.32913,80.203,48.105,2641.6,24.371,50.445,3108.5,23.344,65.653,227.51,342.84,93.439,77.526,32.507,8.8451,26.615,6.9027,18.498,1.6377,33.415,13.749,24.099,1.2385,18.201,2.2521,4.8073,2.2684,0.012238,0.82156,0.10706,52.586,43.583,63.41,53.951,23.607,62.078,22.7,39.281,32.523,47.564,46.969,33.26,17.111,1,14,1
14,1,486,0.20946,3655.7,4517.7,9.2748,26.937,42.603,2712.9,75.458,120.57,0.32475,80.053,48.801,2641.7,24.19,50.707,3107.0,23.78,65.654,229.72,343.42,96.048,77.071,32.006,9.0692,26.326,6.9427,18.724,1.6218,33.034,13.986,24.652,1.2519,18.144,2.2819,4.7534,2.2875,0.012238,0.82156,0.10706,52.586,43.583,63.098,54.632,21.165,63.815,22.883,39.261,34.571,48.171,46.711,46.691,16.104,1,14,1
14,1,487,0.21485,3673.2,4529.7,9.3535,26.756,42.484,2706.8,75.139,120.28,0.32859,79.853,49.652,2636.5,25.253,49.339,3103.8,23.371,65.629,225.16,342.59,92.874,76.726,32.006,9.0692,26.326,6.9427,18.724,1.6218,33.034,13.986,24.652,1.2519,18.144,2.2819,4.7534,2.2875,0.01108,0.83578,0.095391,53.2,44.275,62.797,54.488,20.634,59.727,22.288,38.792,37.075,45.005,46.799,37.793,17.117,1,14,1
14,1,488,0.26189,3691.2,4511.7,9.1866,26.88,42.28,2707.7,74.948,120.37,0.35398,79.625,50.699,2635.3,25.382,50.831,3102.3,22.523,65.527,226.69,342.7,96.522,77.248,32.441,8.7874,26.249,6.8008,18.954,1.691,32.776,13.716,23.96,1.0478,18.673,2.253,4.8084,2.3862,0.01108,0.83578,0.095391,53.2,44.275,62.099,54.177,25.394,61.783,22.784,42.092,40.156,48.457,46.499,40.115,19.123,0,0,1
14,1,489,0.25777,3643.3,4517.2,9.4293,26.676,42.291,2707.0,73.829,120.5,0.35688,79.841,50.909,2636.6,25.555,49.654,3102.9,23.446,65.476,226.41,342.43,92.806,77.323,32.441,8.7874,26.249,6.8008,18.954,1.691,32.776,13.716,23.96,1.0478,18.673,2.253,4.8084,2.3862,0.01108,0.83578,0.095391,53.2,44.275,62.923,54.111,25.798,61.757,22.466,41.738,40.776,45.734,46.36,43.98,16.935,1,14,1
14,1,490,0.21658,3682.1,4462.6,9.3297,26.746,42.165,2710.0,76.325,120.19,0.32006,79.912,48.941,2638.8,25.136,50.777,3103.5,23.6,65.462,227.87,343.26,96.368,77.313,32.394,8.738,26.215,6.8726,18.569,1.6222,33.192,13.878,24.042,1.0655,18.34,2.31,4.8312,2.3486,0.01108,0.83578,0.095391,53.2,44.275,63.509,54.188,21.505,60.676,22.889,39.059,34.984,48.333,46.066,35.946,16.57,1,14,1
14,1,491,0.21788,3665.6,4494.3,9.4179,27.142,42.67,2708.2,75.608,120.68,0.32465,79.996,50.036,2637.7,24.241,49.252,3104.7,23.44,65.469,226.1,342.68,93.524,77.532,32.394,8.738,26.215,6.8726,18.569,1.6222,33.192,13.878,24.042,1.0655,18.34,2.31,4.8312,2.3486,0.01108,0.83578,0.095391,53.2,44.275,63.794,53.809,21.377,62.323,22.637,38.498,38.205,44.802,46.06,49.405,16.936,1,14,1
14,1,492,0.2183,3659.8,4581.3,9.3168,26.905,41.867,2708.7,75.352,120.08,0.34067,80.112,49.446,2637.6,25.941,49.587,3105.0,23.114,65.5,226.79,341.89,95.203,77.269,32.453,9.1597,26.416,6.8671,18.482,1.6832,32.81,13.811,24.47,1.3213,18.542,2.234,4.8568,2.2498,0.030891,0.82043,0.11364,53.583,44.414,63.307,53.716,21.75,61.171,22.502,40.82,36.47,45.579,46.182,31.645,17.71,1,14,1
14,1,493,0.22151,3656.3,4561.8,9.353,26.629,42.556,2707.1,74.84,120.76,0.34025,79.938,50.396,2636.7,26.615,50.301,3104.5,23.302,65.529,225.95,341.63,94.424,77.27,32.453,9.1597,26.416,6.8671,18.482,1.6832,32.81,13.811,24.47,1.3213,18.542,2.234,4.8568,2.2498,0.030891,0.82043,0.11364,53.583,44.414,63.367,53.949,21.434,61.599,22.261,40.872,39.266,47.231,46.241,51.799,17.275,1,14,1
